edad;animal;dia_semana;estado_civil;fecha;seno;constante;hijos;trabajos;sueldo;peso
32.0;pez;martes;casado;2006-04-04;0,141120008;1.5;2.0;1.0;16.029.189.721.448.400;72
73.0;pajaro;jueves;casado;2006-04-05;-0,958924275;1.5;2.0;1.0;24.149.222.330.311.000;78
23.0;gato;lunes;casado;2006-04-06;-0,279415498;1.5;0.0;2.0;;48
41.0;hamster;lunes;unión libre;2006-04-07;0;1.5;0.0;1.0;;85
60.0;pez;lunes;unión libre;2006-04-08;0,841470985;1.5;2.0;1.0;;69
57.0;hamster;miercoles;viudo;2006-04-09;-0,756802495;1.5;2.0;1.0;1.672.271.183.406.820;87
67.0;hamster;miercoles;viudo;2006-04-10;0,909297427;1.5;0.0;1.0;;41
;hamster;miercoles;viudo;2006-04-11;-0,279415498;1.5;2.0;0.0;23.475.300.135.325.800;25
56.0;hamster;martes;viudo;2006-04-12;0,141120008;1.5;0.0;1.0;;32
29.0;hamster;jueves;casado;2006-04-13;0,141120008;1.5;0.0;0.0;;36
71.0;pez;lunes;soltero;2006-04-14;-0,756802495;1.5;1.0;1.0;19.133.620.555.443.200;45
74.0;pajaro;martes;soltero;;-0,756802495;1.5;1.0;1.0;2.825.406.316.959.490;27
61.0;gato;miercoles;soltero;2006-04-16;0,141120008;1.5;0.0;1.0;26.381.982.673.071.100;79
42.0;hamster;martes;soltero;2006-04-17;0,841470985;1.5;2.0;0.0;18.525.082.550.110.700;82
35.0;hamster;lunes;soltero;2006-04-18;0;1.5;1.0;0.0;2.217.555.023.544.360;66
39.0;gato;lunes;casado;2006-04-19;-0,756802495;1.5;2.0;1.0;;23
48.0;pajaro;miercoles;casado;2006-04-20;-0,279415498;1.5;2.0;2.0;19.961.875.520.294.500;35
36.0;perro;miercoles;casado;2006-04-21;0,141120008;1.5;0.0;0.0;24.124.140.564.325.900;60
43.0;pez;martes;soltero;2006-04-22;-0,958924275;1.5;0.0;1.0;2.572.671.005.438.610;50
47.0;pajaro;miercoles;unión libre;;-0,958924275;1.5;0.0;2.0;;74
55.0;pez;lunes;soltero;2006-04-24;-0,279415498;1.5;0.0;0.0;2.683.466.055.007.950;78
67.0;perro;martes;soltero;2006-04-25;0;1.5;0.0;0.0;20.692.578.916.951.700;65
58.0;hamster;lunes;casado;2006-04-26;0,909297427;1.5;2.0;2.0;;58
67.0;pajaro;martes;unión libre;2006-04-27;-0,279415498;1.5;0.0;2.0;28.966.218.507.682.600;37
60.0;pajaro;jueves;unión libre;2006-04-28;0,841470985;1.5;0.0;1.0;31.339.021.638.131.900;81
49.0;perro;jueves;casado;2006-04-29;-0,958924275;1.5;0.0;1.0;2.589.744.617.960.730;25
57.0;gato;jueves;casado;2006-04-30;-0,958924275;1.5;3.0;1.0;2.036.224.488.777.500;80
29.0;perro;martes;casado;2006-05-01;-0,756802495;1.5;0.0;1.0;;87
74.0;pez;miercoles;soltero;2006-05-02;-0,958924275;1.5;0.0;1.0;;66
71.0;pez;martes;viudo;2006-05-03;0,141120008;1.5;2.0;0.0;20.053.988.185.608.800;26
32.0;pajaro;martes;unión libre;2006-05-04;0,141120008;1.5;0.0;1.0;;62
50.0;hamster;jueves;casado;2006-05-05;0,841470985;1.5;0.0;3.0;;39
19.0;gato;lunes;viudo;;0;1.5;1.0;2.0;;85
75.0;perro;miercoles;soltero;2006-05-07;0,909297427;1.5;1.0;1.0;1.828.692.359.688.930;88
71.0;gato;jueves;unión libre;;0;1.5;0.0;2.0;;43
19.0;pez;miercoles;viudo;2006-05-09;0,141120008;1.5;0.0;2.0;;65
54.0;perro;viernes;unión libre;2006-05-10;-0,756802495;1.5;0.0;1.0;282.564.542.951.198;61
76.0;pajaro;jueves;casado;2006-05-11;-0,958924275;1.5;0.0;1.0;;44
43.0;pez;viernes;unión libre;;0,909297427;1.5;2.0;1.0;21.344.382.220.784.700;90
30.0;hamster;martes;soltero;2006-05-13;-0,756802495;1.5;0.0;1.0;16.197.837.320.370.200;28
26.0;pez;martes;viudo;2006-05-14;-0,756802495;1.5;1.0;0.0;1024241.0;86
68.0;perro;lunes;viudo;2006-05-15;0,909297427;1.5;0.0;0.0;2.644.809.155.050.190;57
30.0;gato;viernes;soltero;2006-05-16;0,841470985;1.5;0.0;1.0;18.794.660.570.175.800;62
42.0;hamster;miercoles;unión libre;2006-05-17;-0,279415498;1.5;1.0;0.0;;34
37.0;perro;jueves;unión libre;2006-05-18;0;1.5;0.0;1.0;2.577.388.953.838.090;25
21.0;pez;miercoles;casado;2006-05-19;-0,756802495;1.5;0.0;2.0;19.316.644.773.794.400;56
28.0;pajaro;lunes;viudo;;0;1.5;0.0;3.0;21.262.466.225.939.900;46
25.0;perro;jueves;unión libre;2006-05-21;-0,958924275;1.5;3.0;1.0;19.938.109.881.611.300;31
70.0;gato;lunes;soltero;2006-05-22;0,909297427;1.5;1.0;1.0;2.406.259.369.381.840;20
46.0;hamster;miercoles;viudo;2006-05-23;-0,958924275;1.5;0.0;0.0;;48
32.0;hamster;martes;unión libre;2006-05-24;-0,756802495;1.5;3.0;1.0;18.695.906.615.688.500;90
26.0;n/a;miercoles;viudo;;-0,756802495;1.5;0.0;0.0;23.667.447.051.198.700;25
64.0;hamster;miercoles;viudo;2006-05-26;0,841470985;1.5;2.0;3.0;;34
53.0;pez;viernes;unión libre;2006-05-27;0,141120008;1.5;0.0;0.0;19.146.228.637.441.100;56
53.0;pajaro;jueves;unión libre;2006-05-28;0,841470985;1.5;0.0;0.0;19.158.606.296.231.600;64
35.0;hamster;martes;viudo;2006-05-29;-0,756802495;1.5;0.0;3.0;13.841.350.479.318.400;67
41.0;perro;viernes;casado;2006-05-30;-0,279415498;1.5;3.0;0.0;;83
79.0;pez;miercoles;casado;2006-05-31;-0,756802495;1.5;1.0;2.0;24.088.998.461.372.000;43
71.0;pez;martes;casado;2006-06-01;0,141120008;1.5;0.0;3.0;526.285.541.009.655;79
71.0;;miercoles;unión libre;2006-06-02;0,909297427;1.5;2.0;1.0;2.739.787.750.970.820;64
30.0;gato;viernes;soltero;2006-06-03;-0,756802495;1.5;1.0;1.0;;44
63.0;gato;jueves;viudo;;0,841470985;1.5;2.0;3.0;23.702.348.023.341.100;
25.0;gato;martes;soltero;2006-06-05;0;1.5;0.0;1.0;2.191.442.082.151.910;29
76.0;;jueves;soltero;2006-06-06;0,841470985;1.5;0.0;1.0;2.043.348.445.611.880;20
65.0;pajaro;lunes;unión libre;2006-06-07;0,909297427;1.5;0.0;0.0;2.287.382.478.109.230;37
64.0;pajaro;viernes;_;2006-06-08;-0,756802495;1.5;2.0;3.0;312.933.113.836.407;35
57.0;hamster;miercoles;unión libre;2006-06-09;-0,279415498;1.5;3.0;1.0;;67
48.0;hamster;lunes;unión libre;2006-06-10;-0,958924275;1.5;0.0;1.0;;40
37.0;perro;viernes;viudo;;-0,279415498;1.5;0.0;2.0;17.941.383.640.630.300;50
60.0;hamster;lunes;soltero;2006-06-12;-0,279415498;1.5;1.0;1.0;2.428.047.803.023.980;37
63.0;pajaro;miercoles;_;2006-06-13;-0,958924275;1.5;3.0;0.0;17.142.056.370.130.200;86
68.0;hamster;martes;viudo;2006-06-14;0,841470985;1.5;1.0;0.0;;56
19.0;perro;lunes;soltero;2006-06-15;-0,279415498;1.5;0.0;2.0;209.869.159.929.232;27
61.0;gato;lunes;viudo;2006-06-16;0,141120008;1.5;0.0;2.0;;21
36.0;;lunes;unión libre;2006-06-17;0,141120008;1.5;0.0;1.0;20.419.543.722.971.700;29
32.0;perro;martes;unión libre;2006-06-18;-0,958924275;1.5;0.0;0.0;18.241.469.897.038.200;21
77.0;pez;viernes;unión libre;2006-06-19;-0,279415498;1.5;0.0;0.0;13686621.0;40
43.0;pajaro;martes;unión libre;2006-06-20;-0,958924275;1.5;3.0;1.0;19.461.979.123.136.300;86
55.0;hamster;jueves;unión libre;2006-06-21;0,909297427;1.5;2.0;0.0;1252386.0;61
74.0;pajaro;jueves;casado;2006-06-22;-0,756802495;1.5;2.0;3.0;;82
74.0;pajaro;jueves;viudo;2006-06-23;0,141120008;1.5;2.0;2.0;175.385.355.918.039;65
26.0;pajaro;miercoles;casado;2006-06-24;-0,756802495;1.5;0.0;1.0;11575215.0;60
68.0;perro;jueves;soltero;2006-06-25;0,141120008;1.5;3.0;1.0;;83
52.0;perro;lunes;casado;2006-06-26;-0,756802495;1.5;2.0;1.0;;38
44.0;pez;viernes;casado;2006-06-27;-0,279415498;1.5;0.0;1.0;;62
29.0;hamster;jueves;soltero;2006-06-28;0,909297427;1.5;0.0;3.0;;53
62.0;perro;jueves;viudo;2006-06-29;0,841470985;1.5;3.0;3.0;19.498.847.931.290.300;64
29.0;perro;viernes;unión libre;2006-06-30;0,841470985;1.5;3.0;0.0;2.132.488.444.723.250;48
58.0;pez;jueves;soltero;2006-07-01;-0,279415498;1.5;1.0;2.0;;84
54.0;pez;miercoles;unión libre;2006-07-02;0,141120008;1.5;3.0;3.0;;87
67.0;pajaro;lunes;soltero;2006-07-03;-0,756802495;1.5;2.0;1.0;23.898.505.345.652.900;40
30.0;pez;viernes;unión libre;;0,141120008;1.5;0.0;2.0;;79
35.0;perro;viernes;viudo;2006-07-05;-0,756802495;1.5;1.0;1.0;27.089.778.564.710.000;88
49.0;gato;lunes;_;2006-07-06;-0,756802495;1.5;2.0;1.0;2.488.781.891.129.370;27
28.0;hamster;miercoles;unión libre;2006-07-07;-0,756802495;1.5;3.0;2.0;20.754.386.007.865.900;28
66.0;hamster;miercoles;casado;2006-07-08;0;1.5;0.0;1.0;19.999.202.214.223.000;39
28.0;n/a;jueves;casado;2006-07-09;-0,756802495;1.5;2.0;1.0;24.795.115.748.836.400;83
29.0;perro;miercoles;unión libre;2006-07-10;-0,958924275;1.5;0.0;1.0;17.704.102.647.203.700;90
47.0;pajaro;jueves;unión libre;2006-07-11;-0,279415498;1.5;0.0;0.0;2.103.858.399.937.450;60
52.0;perro;jueves;_;;-0,756802495;1.5;3.0;1.0;;80
28.0;pez;lunes;unión libre;2006-07-13;0,841470985;1.5;1.0;0.0;19.372.962.445.802.300;40
30.0;perro;lunes;casado;;-0,279415498;1.5;0.0;1.0;26.963.299.598.676.200;25
67.0;perro;lunes;casado;2006-07-15;0,909297427;1.5;0.0;1.0;;41
57.0;pajaro;viernes;viudo;2006-07-16;-0,958924275;1.5;2.0;2.0;3.055.614.693.364.610;59
66.0;pajaro;martes;viudo;;-0,279415498;1.5;0.0;1.0;25.119.366.909.354.800;54
28.0;perro;lunes;viudo;2006-07-18;0;1.5;0.0;1.0;;44
20.0;gato;jueves;casado;;0;1.5;0.0;1.0;20.788.058.397.299.900;85
75.0;gato;viernes;soltero;2006-07-20;-0,279415498;1.5;1.0;0.0;20.317.289.276.819.600;55
65.0;hamster;lunes;unión libre;2006-07-21;-0,279415498;1.5;2.0;0.0;;25
29.0;pez;martes;viudo;2006-07-22;0,909297427;1.5;1.0;0.0;;69
64.0;perro;miercoles;casado;2006-07-23;-0,756802495;1.5;0.0;1.0;1191851.0;44
69.0;hamster;martes;soltero;2006-07-24;-0,756802495;1.5;2.0;1.0;2.485.001.770.010.780;64
70.0;hamster;viernes;soltero;2006-07-25;-0,958924275;1.5;0.0;0.0;;68
59.0;;jueves;viudo;2006-07-26;0;1.5;2.0;1.0;30.268.381.959.268.500;49
76.0;perro;martes;soltero;2006-07-27;-0,756802495;1.5;2.0;1.0;;70
45.0;perro;jueves;soltero;2006-07-28;-0,756802495;1.5;3.0;0.0;23.414.909.502.031.300;73
21.0;;miercoles;casado;2006-07-29;0,841470985;1.5;2.0;2.0;1035897.0;20
34.0;;martes;unión libre;2006-07-30;0;1.5;1.0;1.0;20.405.279.769.087.000;60
18.0;perro;lunes;soltero;2006-07-31;0,841470985;1.5;0.0;1.0;2.210.835.086.469.930;85
31.0;gato;martes;unión libre;2006-08-01;-0,756802495;1.5;3.0;0.0;;33
56.0;pez;miercoles;unión libre;2006-08-02;0;1.5;2.0;1.0;2.354.319.638.224.470;21
22.0;gato;jueves;soltero;2006-08-03;-0,279415498;1.5;1.0;0.0;1066776.0;57
21.0;pez;martes;soltero;2006-08-04;-0,958924275;1.5;1.0;0.0;20.336.752.725.389.800;54
37.0;gato;jueves;viudo;;0,141120008;1.5;3.0;1.0;2.293.079.020.858.350;78
35.0;pajaro;viernes;casado;2006-08-06;0;1.5;0.0;1.0;1.912.292.680.335.530;69
34.0;gato;miercoles;viudo;2006-08-07;0,909297427;1.5;2.0;1.0;1.650.798.866.260.730;72
25.0;perro;martes;soltero;2006-08-08;0;1.5;2.0;3.0;2.534.468.852.120.200;73
42.0;pez;viernes;casado;2006-08-09;0,909297427;1.5;2.0;3.0;;72
29.0;perro;jueves;viudo;2006-08-10;-0,958924275;1.5;2.0;2.0;;55
40.0;pez;martes;viudo;2006-08-11;-0,279415498;1.5;1.0;1.0;22.380.100.012.387.900;86
78.0;pajaro;miercoles;unión libre;;-0,756802495;1.5;1.0;1.0;271.816.595.457.265;32
45.0;;lunes;soltero;2006-08-13;0;1.5;3.0;2.0;;25
20.0;hamster;viernes;casado;;0,141120008;1.5;0.0;1.0;25.984.001.135.760.200;81
26.0;pez;lunes;viudo;2006-08-15;0,141120008;1.5;0.0;0.0;19.825.139.664.875.100;69
26.0;perro;viernes;unión libre;2006-08-16;-0,958924275;1.5;0.0;1.0;2.035.682.100.849.830;70
43.0;pajaro;martes;soltero;;-0,958924275;1.5;2.0;3.0;;61
56.0;pez;jueves;viudo;;0;1.5;2.0;0.0;225.071.393.953.906;51
70.0;gato;lunes;viudo;2006-08-19;-0,756802495;1.5;1.0;1.0;22.379.892.044.017.200;40
51.0;pajaro;viernes;unión libre;2006-08-20;-0,756802495;1.5;0.0;2.0;25.305.465.190.042.400;30
42.0;perro;lunes;soltero;2006-08-21;0,841470985;1.5;2.0;1.0;12.057.117.159.762.800;59
39.0;perro;miercoles;casado;2006-08-22;-0,756802495;1.5;3.0;1.0;;75
22.0;pajaro;lunes;unión libre;2006-08-23;-0,958924275;1.5;0.0;1.0;135.194.559.509.968;33
49.0;pajaro;jueves;viudo;2006-08-24;0,841470985;1.5;1.0;0.0;;88
69.0;pajaro;viernes;unión libre;2006-08-25;0,141120008;1.5;0.0;3.0;;31
29.0;gato;jueves;soltero;2006-08-26;0;1.5;0.0;2.0;20.471.067.028.679.000;54
55.0;perro;viernes;viudo;2006-08-27;-0,279415498;1.5;1.0;1.0;16.272.645.607.442.500;48
25.0;hamster;miercoles;soltero;2006-08-28;0,141120008;1.5;2.0;0.0;;44
40.0;hamster;martes;viudo;2006-08-29;0;1.5;0.0;2.0;2.577.758.922.550.840;35
78.0;gato;lunes;soltero;2006-08-30;0,141120008;1.5;0.0;1.0;16.592.527.132.758.900;34
60.0;gato;jueves;unión libre;2006-08-31;-0,279415498;1.5;2.0;0.0;;65
77.0;pajaro;viernes;unión libre;2006-09-01;-0,279415498;1.5;2.0;2.0;24.859.631.465.820.400;57
49.0;gato;jueves;viudo;2006-09-02;-0,958924275;1.5;0.0;2.0;15.935.448.911.133.900;40
72.0;pajaro;miercoles;viudo;2006-09-03;0,141120008;1.5;3.0;1.0;2.001.066.530.240.180;20
27.0;gato;viernes;soltero;2006-09-04;0,141120008;1.5;1.0;1.0;;43
69.0;perro;miercoles;viudo;2006-09-05;0,141120008;1.5;0.0;1.0;30.072.868.347.142.500;53
69.0;perro;jueves;casado;2006-09-06;-0,958924275;1.5;0.0;1.0;205.428.264.661.973;70
36.0;hamster;martes;unión libre;2006-09-07;0,841470985;1.5;0.0;1.0;18.719.011.433.718.700;86
41.0;gato;jueves;casado;2006-09-08;0,841470985;1.5;1.0;3.0;;28
37.0;pajaro;lunes;unión libre;2006-09-09;-0,958924275;1.5;2.0;2.0;22.531.334.428.986.700;77
43.0;hamster;jueves;unión libre;2006-09-10;-0,756802495;1.5;0.0;1.0;19.677.409.362.745.100;67
;gato;miercoles;soltero;2006-09-11;-0,958924275;1.5;2.0;0.0;20.724.309.181.611.600;37
23.0;pez;miercoles;viudo;2006-09-12;0,909297427;1.5;1.0;1.0;;35
43.0;pez;miercoles;unión libre;2006-09-13;-0,756802495;1.5;0.0;2.0;1.996.877.349.557.760;41
63.0;gato;viernes;soltero;2006-09-14;0,841470985;1.5;0.0;3.0;23.980.674.426.330.600;49
65.0;perro;martes;soltero;2006-09-15;0;1.5;1.0;1.0;;49
42.0;n/a;viernes;casado;;0,141120008;1.5;2.0;2.0;22.003.986.514.110.000;49
69.0;n/a;miercoles;casado;2006-09-17;0,909297427;1.5;0.0;1.0;16.667.440.808.369.500;56
77.0;pajaro;martes;unión libre;2006-09-18;0;1.5;0.0;1.0;;58
62.0;perro;viernes;viudo;;0,909297427;1.5;2.0;2.0;18.801.108.526.189.200;69
;pez;jueves;soltero;2006-09-20;0;1.5;0.0;0.0;;54
74.0;;viernes;unión libre;2006-09-21;0,141120008;1.5;0.0;1.0;2.474.502.053.323.300;69
71.0;gato;viernes;casado;2006-09-22;0,141120008;1.5;1.0;1.0;28.330.228.452.413.900;43
61.0;perro;viernes;casado;2006-09-23;0;1.5;0.0;1.0;2.457.563.241.367.270;78
75.0;perro;martes;viudo;2006-09-24;0,909297427;1.5;1.0;1.0;;55
50.0;hamster;miercoles;unión libre;2006-09-25;-0,958924275;1.5;0.0;0.0;2.362.606.235.373.800;22
48.0;hamster;jueves;viudo;2006-09-26;-0,958924275;1.5;3.0;1.0;2.677.031.099.283.940;26
;pez;lunes;soltero;;-0,958924275;1.5;1.0;1.0;2.272.791.811.350.560;35
25.0;pajaro;miercoles;viudo;;0,841470985;1.5;2.0;0.0;25.892.608.912.432.800;65
50.0;pajaro;miercoles;soltero;2006-09-29;0,909297427;1.5;1.0;0.0;;34
79.0;perro;lunes;casado;2006-09-30;-0,279415498;1.5;0.0;0.0;;50
19.0;pez;viernes;viudo;2006-10-01;-0,279415498;1.5;3.0;2.0;26.449.210.287.153.800;76
72.0;gato;martes;unión libre;2006-10-02;-0,279415498;1.5;2.0;0.0;3.104.851.254.172.250;64
65.0;pez;miercoles;soltero;;-0,279415498;1.5;1.0;1.0;19.219.390.682.230.900;51
78.0;perro;miercoles;casado;2006-10-04;0,141120008;1.5;2.0;1.0;;30
63.0;perro;viernes;viudo;2006-10-05;0,841470985;1.5;0.0;2.0;227.052.274.056.546;83
72.0;perro;jueves;soltero;2006-10-06;0,141120008;1.5;2.0;3.0;2.312.608.315.466.370;90
61.0;gato;viernes;viudo;2006-10-07;-0,756802495;1.5;2.0;1.0;18.912.042.331.265.200;38
44.0;;jueves;unión libre;2006-10-08;0,909297427;1.5;0.0;0.0;20.844.927.884.522.400;20
33.0;hamster;miercoles;unión libre;2006-10-09;0,841470985;1.5;0.0;2.0;29.419.646.809.453.400;39
22.0;gato;viernes;unión libre;2006-10-10;-0,958924275;1.5;0.0;0.0;2.573.682.433.245.560;69
28.0;hamster;lunes;viudo;2006-10-11;-0,958924275;1.5;0.0;2.0;23.024.693.403.063.300;80
39.0;pez;lunes;casado;2006-10-12;-0,279415498;1.5;0.0;0.0;1.865.216.396.144.740;81
57.0;perro;miercoles;viudo;2006-10-13;0,909297427;1.5;0.0;1.0;2.656.728.402.697.480;81
60.0;perro;viernes;viudo;2006-10-14;0;1.5;2.0;0.0;2.475.889.095.193.600;49
61.0;pajaro;miercoles;viudo;;0,909297427;1.5;0.0;1.0;;75
48.0;perro;miercoles;soltero;2006-10-16;-0,756802495;1.5;2.0;0.0;2.551.143.280.959.170;34
40.0;hamster;miercoles;viudo;2006-10-17;0,841470985;1.5;2.0;0.0;;68
18.0;perro;miercoles;unión libre;2006-10-18;0,909297427;1.5;2.0;0.0;2.078.710.037.535.860;21
35.0;hamster;miercoles;viudo;2006-10-19;-0,958924275;1.5;0.0;2.0;21.262.017.002.963.200;28
76.0;perro;viernes;unión libre;2006-10-20;0,141120008;1.5;0.0;0.0;;40
30.0;gato;viernes;viudo;2006-10-21;-0,279415498;1.5;2.0;2.0;;84
45.0;pez;lunes;_;2006-10-22;0,909297427;1.5;3.0;1.0;;39
61.0;pez;viernes;casado;2006-10-23;0,841470985;1.5;0.0;1.0;14.649.394.599.952.900;23
72.0;pajaro;martes;unión libre;2006-10-24;0,909297427;1.5;0.0;2.0;19.275.046.330.040.700;72
79.0;pajaro;jueves;unión libre;2006-10-25;0;1.5;1.0;1.0;2.389.854.603.482.230;78
65.0;gato;viernes;casado;2006-10-26;-0,958924275;1.5;0.0;0.0;;51
40.0;hamster;miercoles;viudo;;0,841470985;1.5;0.0;1.0;;29
49.0;hamster;martes;soltero;2006-10-28;-0,279415498;1.5;0.0;1.0;25.136.547.895.360.600;87
70.0;pajaro;miercoles;soltero;2006-10-29;0;1.5;2.0;2.0;24.928.321.721.251.200;43
52.0;perro;miercoles;unión libre;2006-10-30;0,909297427;1.5;0.0;0.0;;76
52.0;gato;miercoles;casado;2006-10-31;0,841470985;1.5;2.0;2.0;2.402.391.060.447.490;21
60.0;pajaro;viernes;soltero;2006-11-01;-0,279415498;1.5;1.0;0.0;2.419.081.411.212.550;34
22.0;pajaro;miercoles;viudo;2006-11-02;-0,756802495;1.5;0.0;1.0;29.066.412.088.478.700;71
76.0;gato;jueves;soltero;2006-11-03;0,841470985;1.5;3.0;0.0;20.815.398.497.596.600;74
54.0;pez;viernes;casado;2006-11-04;0;1.5;2.0;2.0;22.581.726.532.056.500;21
37.0;perro;jueves;_;2006-11-05;-0,756802495;1.5;2.0;1.0;21.573.110.793.264.300;65
62.0;pez;miercoles;viudo;2006-11-06;0,141120008;1.5;0.0;2.0;22.805.902.852.290.600;39
;perro;miercoles;unión libre;2006-11-07;0,141120008;1.5;0.0;1.0;21.102.678.339.022.000;27
66.0;pez;martes;casado;2006-11-08;-0,958924275;1.5;3.0;1.0;27.358.518.547.254.800;57
65.0;pez;viernes;viudo;2006-11-09;-0,756802495;1.5;0.0;0.0;132.272.409.803.251;62
24.0;pez;jueves;viudo;2006-11-10;0,141120008;1.5;2.0;3.0;;72
24.0;hamster;martes;viudo;;0;1.5;0.0;1.0;19.052.355.627.868.000;42
66.0;gato;lunes;casado;2006-11-12;0,141120008;1.5;2.0;0.0;27.417.383.579.678.300;29
27.0;pez;miercoles;casado;;-0,958924275;1.5;3.0;0.0;2.369.802.813.778.540;84
46.0;perro;jueves;viudo;2006-11-14;0;1.5;2.0;1.0;24.914.101.848.451.300;54
31.0;gato;lunes;unión libre;2006-11-15;-0,279415498;1.5;1.0;3.0;24.608.246.006.630.800;57
74.0;perro;jueves;viudo;2006-11-16;0,909297427;1.5;0.0;1.0;2.289.374.800.640.420;33
27.0;pez;lunes;viudo;2006-11-17;0,909297427;1.5;2.0;1.0;;36
39.0;hamster;jueves;unión libre;2006-11-18;-0,958924275;1.5;3.0;1.0;;40
20.0;pez;lunes;casado;2006-11-19;-0,756802495;1.5;2.0;2.0;22.988.166.052.548.000;64
27.0;n/a;viernes;viudo;2006-11-20;0,841470985;1.5;0.0;0.0;2.434.456.479.352.850;39
;pez;miercoles;casado;2006-11-21;0,141120008;1.5;2.0;0.0;246.877.365.550.396;63
74.0;pez;lunes;viudo;2006-11-22;0,841470985;1.5;0.0;1.0;;26
54.0;hamster;viernes;unión libre;2006-11-23;0,141120008;1.5;0.0;2.0;25.083.408.510.796.700;40
46.0;perro;jueves;casado;2006-11-24;0;1.5;3.0;0.0;;78
70.0;hamster;miercoles;unión libre;2006-11-25;0,841470985;1.5;1.0;2.0;;34
18.0;pez;viernes;soltero;2006-11-26;-0,958924275;1.5;1.0;1.0;1.882.368.940.790.590;31
28.0;hamster;viernes;casado;2006-11-27;0,909297427;1.5;0.0;3.0;25.889.052.170.065.600;83
78.0;pez;viernes;viudo;2006-11-28;0,841470985;1.5;1.0;1.0;;39
31.0;hamster;martes;casado;2006-11-29;0,141120008;1.5;0.0;2.0;19.926.403.377.672.300;35
61.0;gato;miercoles;unión libre;2006-11-30;-0,279415498;1.5;2.0;2.0;25.084.596.065.238.100;38
20.0;hamster;lunes;unión libre;2006-12-01;0,841470985;1.5;0.0;1.0;1.707.518.646.377.460;89
55.0;gato;martes;unión libre;2006-12-02;0;1.5;0.0;0.0;17.678.629.168.643.900;85
25.0;gato;miercoles;unión libre;2006-12-03;0;1.5;2.0;3.0;30.479.626.256.068.900;71
41.0;;jueves;casado;;0,141120008;1.5;0.0;0.0;2.562.017.703.868.600;49
48.0;pez;martes;viudo;;0,841470985;1.5;1.0;3.0;1158844.0;43
35.0;gato;jueves;soltero;2006-12-06;-0,958924275;1.5;2.0;2.0;14.697.042.336.570.200;64
21.0;pez;lunes;soltero;;-0,958924275;1.5;3.0;1.0;;61
65.0;perro;miercoles;casado;2006-12-08;0;1.5;0.0;1.0;25.124.044.151.953.400;83
52.0;gato;viernes;casado;2006-12-09;0;1.5;2.0;2.0;;77
34.0;pez;jueves;unión libre;;0,841470985;1.5;2.0;1.0;19.899.974.593.251.600;80
69.0;pez;jueves;soltero;2006-12-11;0,841470985;1.5;0.0;0.0;18.527.049.139.934.500;55
36.0;pajaro;jueves;viudo;2006-12-12;0,141120008;1.5;1.0;2.0;13.764.083.714.706.000;26
68.0;pez;viernes;casado;2006-12-13;0;1.5;0.0;1.0;;46
79.0;pez;jueves;soltero;2006-12-14;0,841470985;1.5;1.0;0.0;;28
60.0;gato;miercoles;unión libre;2006-12-15;0;1.5;0.0;1.0;2.566.846.061.136.530;80
36.0;gato;lunes;casado;;-0,756802495;1.5;2.0;3.0;;62
46.0;n/a;martes;viudo;2006-12-17;0,141120008;1.5;2.0;3.0;;36
53.0;gato;miercoles;_;2006-12-18;0;1.5;1.0;0.0;17.811.249.635.170.100;24
71.0;pez;viernes;casado;2006-12-19;-0,756802495;1.5;0.0;0.0;1280280.0;55
44.0;hamster;viernes;unión libre;2006-12-20;0,909297427;1.5;0.0;2.0;;88
67.0;pajaro;martes;unión libre;2006-12-21;-0,958924275;1.5;0.0;1.0;24.083.686.420.094.000;28
57.0;perro;viernes;unión libre;;0,141120008;1.5;2.0;2.0;26.819.746.259.204.900;64
60.0;pajaro;jueves;casado;;-0,756802495;1.5;0.0;1.0;24.840.258.015.257.400;28
64.0;hamster;lunes;soltero;2006-12-24;0,909297427;1.5;2.0;0.0;2.508.849.733.359.260;30
23.0;perro;viernes;viudo;;0,841470985;1.5;2.0;0.0;19.252.523.250.373.200;32
46.0;;miercoles;unión libre;2006-12-26;0,141120008;1.5;3.0;0.0;;64
61.0;pajaro;lunes;soltero;2006-12-27;-0,279415498;1.5;2.0;1.0;;46
37.0;pez;lunes;viudo;2006-12-28;0,141120008;1.5;2.0;3.0;14.452.759.631.964.000;44
28.0;hamster;martes;casado;2006-12-29;0;1.5;1.0;3.0;;79
28.0;hamster;lunes;casado;2006-12-30;0,909297427;1.5;0.0;1.0;1088789.0;65
27.0;n/a;jueves;viudo;2006-12-31;-0,958924275;1.5;0.0;0.0;2.668.846.135.314.450;55
45.0;hamster;lunes;casado;2007-01-01;0,909297427;1.5;2.0;1.0;19.593.506.252.309.900;21
53.0;perro;lunes;casado;2007-01-02;-0,756802495;1.5;3.0;0.0;23.903.708.021.785.800;89
29.0;gato;viernes;soltero;2007-01-03;0,841470985;1.5;1.0;2.0;3.024.187.246.466.380;47
50.0;perro;viernes;casado;2007-01-04;-0,756802495;1.5;2.0;1.0;22.724.712.905.824.500;60
56.0;pajaro;jueves;soltero;2007-01-05;0,141120008;1.5;0.0;1.0;19.480.446.139.041.100;35
49.0;pajaro;viernes;unión libre;2007-01-06;0,909297427;1.5;3.0;1.0;;66
69.0;gato;lunes;unión libre;2007-01-07;0,841470985;1.5;0.0;2.0;20.995.061.182.634.200;28
40.0;pez;martes;viudo;2007-01-08;0;1.5;0.0;2.0;26.412.583.358.269.200;74
